SupplierID,ProductID,DateKey,LocationID,SumPrice,AmountProducts
7874,59390,10/3/2024,10419,57971,6
5311,10477,10/12/2024,13534,95225,28
66,5463,4/30/2024,12106,77991,71
7196,65805,6/1/2024,2928,81133,53
5248,55099,11/30/2021,8861,32824,71
2235,7433,9/5/2019,11680,91547,27
1194,17949,11/12/2021,11677,43520,67
5797,67069,6/4/2023,1934,12238,44
6496,44861,9/30/2022,6969,43918,39
6368,14244,2/23/2024,14321,89711,1
3145,35341,1/24/2021,4336,30403,2
195,28481,12/30/2023,13152,47729,65
7859,49318,3/31/2023,9573,92015,80
2835,14669,3/31/2020,13186,17004,54
1845,68165,6/10/2019,13360,67468,22
4146,50241,11/13/2019,6460,70273,30
7853,55867,4/1/2021,8145,58389,23
4749,46662,8/7/2020,2595,73752,96
7095,23728,1/1/2023,10881,22218,68
2461,7517,9/13/2024,722,26767,90
8014,74146,12/5/2020,4241,61637,58
2867,7654,9/11/2021,2168,81268,22
3502,49958,4/7/2022,3977,97656,19
4376,34353,6/15/2019,759,70585,73
5870,62347,5/28/2021,5159,49789,45
8122,33912,7/18/2023,10913,77684,90
9305,4443,8/31/2019,13011,50092,62
4868,47515,5/27/2022,14204,21850,19
9526,43959,6/26/2020,6914,92500,97
4968,7342,7/13/2020,835,85879,51
512,39159,12/1/2024,13305,55920,52
6341,49823,1/13/2023,8224,14327,66
1789,70393,7/23/2024,1328,62098,10
6375,59951,4/17/2019,13502,10358,18
4136,13707,2/17/2024,9925,27584,82
9171,47348,9/30/2021,6030,66147,77
1919,49199,6/20/2022,9161,89543,37
3929,57585,2/26/2024,12285,28641,87
2133,34130,12/22/2019,5776,82354,79
6638,46858,7/7/2020,3460,51193,46
1906,16626,7/1/2019,4114,71598,67
7869,6825,8/28/2023,7674,67601,39
6320,6355,1/26/2022,3316,40925,25
9901,41826,9/9/2024,14014,70550,79
6628,25377,7/28/2024,4340,56261,85
8382,41771,11/2/2020,10364,61136,5
1542,72010,3/4/2021,11035,12754,13
4849,10241,5/20/2020,3355,70024,25
1749,7155,9/26/2022,10953,97346,85
4871,49159,3/7/2023,11158,31169,7
4162,40627,12/22/2023,5828,33869,68
7531,70734,6/22/2023,12852,53297,9
9158,48483,9/9/2024,11293,64700,40
567,60943,8/5/2021,508,65141,78
5646,2033,12/6/2024,6650,49785,1
5603,30389,2/20/2020,7054,72587,6
5397,17141,9/11/2019,2398,12787,52
9108,28067,9/29/2022,9996,26179,18
6966,54864,10/13/2019,12375,97156,54
1354,54312,5/23/2023,8627,59480,26
683,17102,7/29/2023,3916,31444,10
2175,39513,5/12/2024,2625,68703,11
3293,59384,12/31/2024,8307,88998,6
2868,51237,6/1/2021,8809,7314,45
1707,20093,11/6/2023,12082,74326,100
6294,10090,8/15/2019,2829,97400,92
1226,13234,10/8/2021,8645,90464,81
3058,37861,10/26/2021,5954,23845,83
3595,48175,5/9/2022,7581,97243,25
8947,46961,10/26/2021,14393,58482,80
7545,206,7/31/2024,13039,64586,50
812,58057,2/10/2022,13791,88851,98
7924,24541,5/21/2021,4004,49653,75
4663,48491,4/4/2021,13706,64981,13
6385,18620,9/18/2023,5353,59838,99
4861,20337,5/30/2020,5773,91065,6
1866,6285,5/15/2021,2685,40841,91
372,30606,5/5/2019,13704,54313,77
8939,55312,8/26/2022,11836,71182,44
2641,17696,6/10/2024,12706,96097,49
6556,63529,9/1/2021,11469,57512,57
2830,37124,5/10/2021,8253,7728,68
2535,12980,6/27/2021,8101,13791,32
7291,40368,8/20/2021,1722,12652,95
7197,62289,12/26/2022,14101,79323,17
526,64081,11/6/2021,3283,87871,66
1573,24278,9/9/2021,12396,57725,79
2610,70790,3/13/2020,1845,86719,48
2302,73303,3/4/2023,6961,32667,99
1230,73883,11/19/2024,8992,46131,82
7483,23259,9/10/2021,4536,65719,4
338,42684,5/25/2022,10451,33536,63
1144,67741,12/31/2023,12585,5148,39
1320,34679,11/1/2022,7109,76511,86
1534,74381,12/12/2024,199,51817,54
786,64910,3/11/2021,10264,20965,3
5943,29442,3/19/2023,3206,16904,20
3701,12957,9/21/2020,1402,36757,96
6549,38409,5/3/2023,14572,78263,20
7654,70017,11/18/2020,12656,16339,36
1444,63026,3/8/2022,11268,55152,12
2448,56254,12/31/2023,13108,78854,61
5691,37423,12/26/2022,13130,67894,98
7619,50794,12/25/2024,656,82000,97
768,39280,12/10/2024,397,17179,35
9717,49221,7/24/2019,14458,27514,37
2263,20839,10/17/2021,10663,85679,55
7218,6695,12/14/2024,11580,30561,85
1575,64628,8/26/2019,7308,79197,61
184,56285,11/17/2024,6608,61169,39
1532,45838,9/13/2019,80,24935,30
4369,24440,8/4/2019,4178,35593,49
8885,47219,11/16/2019,6996,71011,70
1980,26565,7/2/2020,4193,11310,27
6596,34242,11/12/2023,6945,6073,99
9879,71854,7/12/2021,6314,12899,50
6871,7246,12/19/2024,278,86306,87
4741,58380,9/10/2021,9738,22988,95
8213,45249,12/18/2022,13919,56869,59
8415,13331,10/18/2020,1495,35110,92
6076,13657,8/16/2019,3515,64996,43
8067,13732,6/10/2019,1569,19966,4
1516,66027,10/18/2023,12166,9731,5
8652,29312,1/3/2021,13527,96256,42
9187,8004,4/18/2022,5874,26227,58
6722,12965,4/21/2023,9783,65860,53
9875,44070,11/8/2019,11916,90607,29
3274,62131,8/4/2023,13241,88506,28
7,16345,6/15/2021,14748,71840,37
8675,39763,5/29/2022,2494,62897,4
2642,37510,3/9/2019,5930,22298,23
1125,3735,11/21/2022,13896,41441,23
4863,56178,11/22/2022,12637,51409,47
4006,24476,5/16/2020,8333,54937,85
5088,41748,6/10/2020,5660,66346,28
7661,34750,11/29/2020,14401,10688,28
4978,63823,5/1/2019,14230,21967,48
2831,69168,8/31/2023,4956,93695,21
3437,62054,9/2/2021,1214,20553,21
4939,8844,12/15/2021,2733,48583,83
5370,477,9/20/2022,3636,55020,94
7682,26663,6/8/2023,578,4908,39
965,8543,12/7/2022,12208,55542,82
3141,11792,3/30/2021,1919,10248,63
9256,38696,3/13/2024,4782,96839,75
7900,30709,10/9/2021,14546,19388,25
576,73019,9/16/2019,11965,45961,54
413,50728,11/10/2021,2223,81192,17
6454,42300,11/21/2021,14664,78640,29
4703,29262,5/2/2019,6812,65233,2
2232,30154,4/15/2021,6684,52475,23
2090,46485,6/22/2019,13797,79724,58
9139,28324,4/2/2024,10537,45920,61
2689,58152,4/7/2022,6340,49288,53
5048,3840,11/20/2023,11271,24101,26
7276,32044,7/6/2020,9734,30473,92
3178,62852,5/4/2020,12206,46663,63
403,38411,1/22/2021,5515,20283,66
5511,50302,1/12/2023,12007,13848,51
1639,34942,7/27/2019,5015,35681,31
6489,45870,12/23/2023,14690,99152,47
4184,40879,9/15/2022,1608,18953,30
6822,14097,8/31/2020,5027,21272,73
9186,65037,1/9/2023,5901,11731,74
1166,10329,4/23/2023,1142,40098,95
7094,12686,8/17/2024,750,5704,17
649,34585,5/20/2024,11440,52302,94
4531,13014,12/17/2019,10709,81534,96
279,58406,12/18/2024,5455,17213,3
1950,45053,2/2/2024,509,37383,100
9423,44499,4/21/2022,13652,40372,78
5988,21040,10/19/2022,12422,18487,66
635,2475,12/14/2020,6903,92323,4
6381,55772,6/15/2022,14527,5472,35
2820,35292,10/26/2022,10156,65933,87
6289,69025,1/29/2024,13329,86867,76
8868,10069,7/26/2023,1909,6016,18
8497,62342,3/9/2020,11756,59143,21
1244,4040,5/6/2024,9904,59554,13
4761,59759,2/9/2020,7649,26701,40
840,24993,10/1/2019,13612,51836,76
1867,20497,7/28/2020,1872,77915,55
7246,72334,9/6/2022,456,89528,95
4530,52654,7/20/2020,9093,56947,91
7642,7621,5/2/2019,7336,43771,10
2698,72353,1/13/2022,268,24981,70
2480,15330,1/2/2020,11927,61665,3
5230,53592,8/2/2021,8001,85851,85
2748,10718,11/10/2022,10809,26762,1
3166,47649,6/5/2020,2619,14077,29
2763,53114,1/30/2023,3019,84898,100
9223,66570,5/25/2023,11561,46808,29
8389,37415,11/10/2022,11502,35538,93
8301,73856,11/16/2020,9071,59175,89
6324,5475,4/10/2019,5300,22999,45
4286,38152,9/26/2023,6824,15410,10
8462,52631,3/29/2020,7536,25891,15
9848,9470,5/22/2024,3934,50000,40
9250,69984,7/13/2021,10273,92500,81
1176,43964,3/17/2019,5383,86910,18
5825,48046,11/19/2023,14894,4352,65
4587,386,4/14/2023,13406,63155,22
2200,33334,2/2/2024,11838,57477,93
1184,6663,4/4/2023,11845,38409,74
2355,15163,1/4/2022,6341,31676,24
3613,55732,10/8/2019,13219,12534,41
8249,2049,11/25/2021,494,9873,40
764,73237,6/12/2022,983,41612,60
8764,135,3/30/2023,7201,78161,38
3869,53778,6/27/2020,10893,10206,99
2886,33177,7/12/2021,13704,11979,4
4763,59125,8/19/2019,7736,97597,18
3608,24587,1/11/2023,14398,13172,86
7107,54132,10/12/2020,14349,49215,22
1551,57576,6/8/2022,8709,90299,98
6039,55421,2/25/2023,6509,63946,17
4999,5690,2/4/2019,2459,23403,91
3382,58852,4/21/2021,4122,20832,29
3874,59161,5/26/2024,12646,31437,85
7047,17344,2/14/2022,14170,82517,16
1308,15825,3/8/2019,9673,63194,7
7896,61188,4/13/2024,3619,5047,32
106,62372,2/14/2022,2395,58262,57
1186,22340,12/6/2023,12452,84859,60
8673,9719,10/29/2024,605,74940,1
9623,2644,11/16/2019,12559,17532,79
8403,9039,2/27/2023,3807,12228,64
6308,74052,8/17/2021,3854,71802,24
984,15800,10/18/2021,10486,72613,41
9581,30448,12/17/2019,14294,23959,96
5611,43903,2/16/2020,6652,33498,55
4109,68386,1/7/2020,4033,39512,46
36,34811,12/30/2024,10671,58713,31
1612,23744,7/9/2019,866,28598,85
294,9744,4/8/2019,12488,40676,48
6951,55112,9/22/2020,13610,29539,21
7052,10052,10/25/2019,5282,49084,25
7945,26147,12/20/2021,3840,23352,84
4702,17456,1/22/2024,12793,26069,8
6083,20808,5/31/2023,14883,35950,58
8676,21421,1/28/2022,14661,73534,2
3874,56182,3/24/2023,8117,90573,89
9832,21850,7/22/2019,11035,63435,85
9548,3964,7/22/2019,3212,11970,32
9962,3528,8/3/2024,1678,17516,41
1993,22372,2/16/2020,4149,42089,38
1596,26507,11/17/2024,9220,94340,12
7591,53892,9/3/2023,5453,57665,14
2906,27627,9/22/2022,11666,8455,2
309,38680,8/23/2022,1242,4619,39
5112,29177,10/21/2022,9085,59113,67
9631,37337,7/29/2023,7587,17703,9
159,62889,1/14/2021,4290,50538,82
8233,18971,6/9/2024,1570,69651,56
1418,17808,9/29/2020,11675,64399,69
4046,60684,6/7/2022,1473,89091,56
7506,45697,9/30/2023,1408,77476,42
9028,45944,10/6/2020,13482,5565,72
6289,47717,10/4/2020,9426,86557,56
2403,47907,4/2/2021,9226,62084,35
1119,58125,4/29/2020,6972,59858,47
7652,9586,7/11/2019,3004,91627,4
4503,19669,12/11/2024,6523,20600,93
605,57829,8/12/2021,3860,29617,19
8305,73341,10/23/2021,12918,77626,29
7920,20606,1/24/2019,889,26334,88
5697,18256,12/2/2022,11211,98780,8
9937,22534,8/12/2021,4981,81135,22
8436,12285,7/8/2021,8824,42744,51
9664,68628,12/2/2019,7649,68843,97
7736,37560,7/20/2020,14758,67563,52
6142,15789,4/16/2021,12033,62117,82
1762,65378,3/15/2020,10791,43007,51
9034,56174,6/11/2022,5987,25513,72
8002,54701,10/25/2019,7616,13982,88
4462,32550,12/27/2021,14209,27136,26
4968,72755,7/2/2019,4450,79999,23
5245,4319,2/26/2021,5403,49585,54
4184,28232,4/26/2023,12214,59140,3
7686,65741,7/21/2024,14668,49190,9
3453,70766,5/21/2020,617,55207,30
8390,66458,6/20/2024,5921,73585,88
3625,39528,7/7/2024,7894,87289,76
6544,27117,5/19/2024,14231,9826,58
8233,23053,11/25/2023,3550,92955,24
2608,3436,9/28/2020,2669,87973,90
4460,66746,11/19/2020,2019,61611,57
3751,57584,6/30/2022,5272,68622,52
8227,51397,8/11/2022,2710,96958,74
3356,66334,9/28/2020,13600,75010,86
3066,22990,9/8/2023,3720,13884,38
1323,61931,11/24/2022,287,74394,48
3398,54377,8/19/2023,13162,92610,65
9537,4103,10/11/2021,817,12231,64
6999,1507,11/3/2023,2831,56645,58
5800,39028,6/19/2022,14957,5029,63
6989,66757,8/7/2024,6047,56055,25
2717,24271,3/7/2020,8199,96240,29
3145,7125,5/16/2020,1479,90896,7
7602,54051,7/15/2021,8891,14723,93
6291,41062,2/28/2024,9950,9322,93
1429,3366,3/18/2024,1286,25651,14
8665,64340,8/28/2024,6830,94093,63
3727,68380,6/23/2023,11938,69788,88
9677,8459,6/10/2022,6326,41373,17
8160,64589,9/16/2021,1809,5514,76
7777,64319,12/5/2022,3074,50345,65
4004,41609,5/28/2019,3550,48989,61
4311,67765,7/8/2020,4754,49894,54
1563,43646,5/2/2021,8261,73093,49
6943,211,8/15/2020,3071,35844,35
6280,21816,3/24/2019,1736,56991,3
2321,40119,7/2/2023,3387,53005,44
2344,20820,12/21/2023,5070,43782,80
2569,11469,9/15/2024,12926,92690,20
9067,64905,8/27/2020,4608,88712,42
1909,61478,8/3/2022,8333,14786,29
3143,13277,10/5/2024,7915,49938,13
9167,73795,7/6/2021,4790,28336,36
9664,27163,7/25/2019,14810,47069,77
4541,52717,2/28/2023,11886,60233,7
9197,3683,12/19/2024,10330,33387,53
1958,34532,12/27/2020,6929,14980,100
9047,67869,12/13/2022,3780,17814,98
4401,69176,8/6/2019,6104,51750,88
388,18236,1/30/2020,10427,53959,38
9020,28566,1/21/2024,643,99363,61
7010,60137,6/22/2019,9524,64606,17
4101,44554,7/2/2019,6071,99181,64
8001,63284,9/12/2019,11496,88064,68
9579,25786,1/19/2023,11367,25447,16
